function( n, i ) ... end
2380
48,52,110592,110
49,1,117649,98
49,2,117649,94
50,1,35000,119
50,2,125000,105
50,3,50000,112
50,4,35000,112
50,5,125000,108
51,1,132651,111
52,1,43264,140
52,2,140608,130
52,3,18928,164
52,4,43264,136
52,5,140608,121
53,1,148877,121
54,1,43740,168
54,2,157464,146
54,3,52488,163
54,4,78732,160
54,5,29160,166
54,6,29160,172
54,7,43740,152
54,8,29160,171
54,9,157464,162
54,10,64152,160
54,11,64152,159
54,12,78732,150
54,13,52488,152
54,14,43740,159
54,15,157464,141
55,1,21175,199
55,2,166375,156
56,1,62720,176
56,2,175616,154
56,3,53312,192
56,4,62720,179
56,5,53312,175
56,6,62720,175
56,7,53312,179
56,8,175616,159
56,9,109760,156
56,10,109760,184
56,11,25088,211
56,12,62720,169
56,13,175616,149
57,1,29241,197
57,2,185193,146
58,1,53824,201
58,2,195112,154
59,1,205379,151
60,1,108000,205
60,2,86400,204
60,3,64800,220
60,4,216000,199
60,5,18000,42
60,6,54000,238
60,7,32400,262
60,8,43200,217
60,9,72000,228
60,10,86400,208
60,11,108000,211
60,12,64800,224
60,13,216000,196
24675
# Total time: 22295 ms
